id,question,content,category,source
1861,личный кабинет не могу сбросить пароль,"При проблемах со входом в личный кабинет, прежде чем создавать заявку в поддержку, убедитесь, что заходите в ЛК на сайте https://company-x5.ru, указываете актуальные и верные логин и пароль.
Если Вам неизвестен логин, обратитесь к руководителю (ДМ), он сможет посмотреть Ваш логин и сбросить пароль в веб-табеле.
Для самостоятельного сброса пароля позвоните с вашего мобильного телефона на +7 (XXX) XXX XX XX, наберите добавочный номер 10100, нажмите * и подтвердите сброс пароля, нажав #.
Обновленный пароль отправляется по SMS. ",Личный кабинет,синтетика
1862,личный кабинет я не помню свой логин,"При проблемах со входом в личный кабинет, прежде чем создавать заявку в поддержку, убедитесь, что заходите в ЛК на сайте https://company-x5.ru, указываете актуальные и верные логин и пароль.
Если Вам неизвестен логин, обратитесь к руководителю (ДМ), он сможет посмотреть Ваш логин и сбросить пароль в веб-табеле.
Для самостоятельного сброса пароля позвоните с вашего мобильного телефона на +7 (XXX) XXX XX XX, наберите добавочный номер 10100, нажмите * и подтвердите сброс пароля, нажав #.
Обновленный пароль отправляется по SMS. ",Личный кабинет,синтетика
1863,личный кабинет не получается сбросить пароль,"При проблемах со входом в личный кабинет, прежде чем создавать заявку в поддержку, убедитесь, что заходите в ЛК на сайте https://company-x5.ru, указываете актуальные и верные логин и пароль.
Если Вам неизвестен логин, обратитесь к руководителю (ДМ), он сможет посмотреть Ваш логин и сбросить пароль в веб-табеле.
Для самостоятельного сброса пароля позвоните с вашего мобильного телефона на +7 (XXX) XXX XX XX, наберите добавочный номер 10100, нажмите * и подтвердите сброс пароля, нажав #.
Обновленный пароль отправляется по SMS. ",Личный кабинет,синтетика
1864,поддержка не могу подписать заявление эцп,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1865,поддержка эцп не подписывает заявку,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1866,поддержка заявление не подписывается эцп,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1867,поддержка не получается поставить эцп,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1868,поддержка подпись не работает,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1869,поддержка эцп не активна,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1870,поддержка эцп не работает,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1871,поддержка подпись не проставляется,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1872,поддержка электронная подпись не работает,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1873,поддержка эцп не подписывает заявление,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1874,поддержка подпись не валидна,"Прежде чем создавать заявку, попробуйте самостоятельно выпустить ЭЦП на странице ""электронные подписи"" в личном разделе ЛК.
Обратите внимание, что ЭПЦ перестает действовать за 3 дня до окончания ее срока действия. Если Вы проводите списание, то на этот период данный функционал будет недоступен. Просьба учитывать при планировании работ.",Поддержка,синтетика
1875,беременность и роды как получить б/р?,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1876,беременность и роды как оформить больничный по беременности и родам?,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1877,беременность и роды мне нужен б.р.,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1878,беременность и роды как оформить больничный по беременности и родам,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1879,беременность и роды как получить больничный по беременности и родам,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1880,беременность и роды как мне оформить декрет,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1881,беременность и роды как оформить декретный отпуск?,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1882,беременность и роды как получить больничный по беременности и родам?,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1883,беременность и роды как оформить отпуск по беременности и родам?,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1884,беременность и роды как оформить декретный,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1885,беременность и роды нужно оформить бир,"Пожалуйста, обратитесь к непосредственному руководителю, чтобы он создал заявку в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", ""Администрирование отпуска БИР"".",Беременность и роды,синтетика
1886,"отпуск почему у меня в лк отображается меньше дней отпуска, чем я должен получить?","Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1887,"отпуск почему в лк не хватает дней отпуска, а в кадровой системе все в порядке?","Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1888,"отпуск у меня в лк доступно меньше дней отпуска, чем по факту.","Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1889,отпуск отпускные не соответствуют остатку в лк,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1890,отпуск почему у меня не хватает дней отпуска в лк?,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1891,отпуск неверно показывает лимит отпуска в лк,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1892,отпуск у меня не хватает дней отпуска в лк,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1893,отпуск отпускные некорректно отображаются,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1894,отпуск почему я не могу запланировать весь отпуск до конца июня,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1895,отпуск в личном кабинете некорректно показывается остаток дней отпуска,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1896,отпуск не могу запланировать отпуск на нужное количество дней,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1897,"отпуск у меня осталось только 15 дней отпуска, а я работаю в компании уже больше года","Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
1898,отпуск почему в лк у меня не отображается весь отпуск?,"Лимиты в личном кабинете отображаются на основании данных в кадровой системе.
В процессе планирования, программа считает дни исходя из имеющихся лимитов и может предоставить дни отпуска авансом.
На календарный год программа предоставляет лимит 28 дней. Период, за который накапливаются лимиты в количестве 28 дней, у каждого сотрудника индивидуальный и считается со дня приема в Компанию. За каждый последующий отработанный месяц предоставляется 2.33 дня отпуска. 
Специалистам HR следует проверить данные в 2001ИТ и в 2006ИТ, а именно сколько дней было запланировано и использовано в текущем году, есть ли неистраченные лимиты, есть ли продленный лимит на будущее. Проверить количество запланированных дней и доступных остатков. Посмотреть расчет отпускных дней отпуска на отчетную дату или на конец года можно через транзакцию ZHRPA036.
Так же по существующему алгоритму при планировании отпусков в личном кабинете установлено правило - нельзя планировать более половины всех накопленных дней отпуска в первое полугодие до конца июня. У сотрудника прописано в личном кабинете, что нельзя планировать более 15 дней в первое полугодие.",Отпуск,синтетика
